zip_code,city,county,state,latitude,longitude
901,old san juan,san juan,pr,18.4654,-66.104373
901,viejo san juan,san juan,pr,18.4654,-66.104373
901,san juan,san juan,pr,18.4654,-66.104373
901,viejo sn juan,san juan,pr,18.4654,-66.104373
902,san juan,san juan,pr,18.4683,-66.1061
902,old san juan,san juan,pr,18.4683,-66.1061
902,viejo san juan,san juan,pr,18.4683,-66.1061
902,viejo sn juan,san juan,pr,18.4683,-66.1061
906,puerta de tierra,san juan,pr,18.46462,-66.10078
906,san juan,san juan,pr,18.46462,-66.10078
906,pta de tierra,san juan,pr,18.46462,-66.10078
907,miramar,san juan,pr,18.451852,-66.084976
907,condado,san juan,pr,18.451852,-66.084976
907,santurce,san juan,pr,18.451852,-66.084976
907,san juan,san juan,pr,18.451852,-66.084976
908,san juan,san juan,pr,18.4683,-66.1061
909,san juan,san juan,pr,18.441112,-66.066068
909,minillas,san juan,pr,18.441112,-66.066068
909,fdez juncos,san juan,pr,18.441112,-66.066068
909,fernandez juncos,san juan,pr,18.441112,-66.066068
909,santurce,san juan,pr,18.441112,-66.066068
910,fdez juncos,san juan,pr,18.45,-66.07
910,san juan,san juan,pr,18.45,-66.07
910,fernandez juncos,san juan,pr,18.45,-66.07
911,san juan,san juan,pr,18.451408,-66.057889
911,santurce,san juan,pr,18.451408,-66.057889
912,san juan,san juan,pr,18.445384,-66.061116
912,santurce,san juan,pr,18.445384,-66.061116
913,santurce,san juan,pr,18.450365,-66.044399
913,isla verde,san juan,pr,18.450365,-66.044399
913,san juan,san juan,pr,18.450365,-66.044399
914,santurce,san juan,pr,18.4683,-66.1061
914,san juan,san juan,pr,18.4683,-66.1061
915,bo obrero,san juan,pr,18.437208,-66.044602
915,san juan,san juan,pr,18.437208,-66.044602
915,barrio obrero,san juan,pr,18.437208,-66.044602
915,santurce,san juan,pr,18.437208,-66.044602
916,barrio obrero,san juan,pr,18.4683,-66.1061
916,san juan,san juan,pr,18.4683,-66.1061
916,santurce,san juan,pr,18.4683,-66.1061
917,san juan,san juan,pr,18.421194,-66.049352
917,hato rey,san juan,pr,18.421194,-66.049352
918,san juan,san juan,pr,18.423656,-66.067402
919,san juan,san juan,pr,18.4683,-66.1061
919,hato rey,san juan,pr,18.4683,-66.1061
920,caparra terrace,san juan,pr,18.416061,-66.089552
920,puerto nuevo,san juan,pr,18.416061,-66.089552
920,caparra ter,san juan,pr,18.416061,-66.089552
920,caparra,san juan,pr,18.416061,-66.089552
920,pto nuevo,san juan,pr,18.416061,-66.089552
920,caparra hills,san juan,pr,18.416061,-66.089552
920,san juan,san juan,pr,18.416061,-66.089552
921,pto nuevo,san juan,pr,18.390532,-66.08842
921,puerto nuevo,san juan,pr,18.390532,-66.08842
921,rio piedras,san juan,pr,18.390532,-66.08842
921,college park,san juan,pr,18.390532,-66.08842
921,san juan,san juan,pr,18.390532,-66.08842
922,caparra,san juan,pr,18.4683,-66.1061
922,caparra ter,san juan,pr,18.4683,-66.1061
922,san juan,san juan,pr,18.4683,-66.1061
922,caparra terrace,san juan,pr,18.4683,-66.1061
922,caparra hills,san juan,pr,18.4683,-66.1061
923,san juan,san juan,pr,18.41138,-66.033958
924,rio piedras,san juan,pr,18.400569,-66.00496
924,san juan,san juan,pr,18.400569,-66.00496
925,rio piedras,san juan,pr,18.403282,-66.047812
925,san juan,san juan,pr,18.403282,-66.047812
926,san juan,san juan,pr,18.34646,-66.062461
926,cupey,san juan,pr,18.34646,-66.062461
926,rio piedras,san juan,pr,18.34646,-66.062461
927,rio piedras,san juan,pr,18.38759,-66.072006
927,san juan,san juan,pr,18.38759,-66.072006
928,rio piedras,san juan,pr,18.4683,-66.1061
928,san juan,san juan,pr,18.4683,-66.1061
929,san juan,san juan,pr,18.4683,-66.1061
929,rio piedras,san juan,pr,18.4683,-66.1061
930,rio piedras,san juan,pr,18.45,-66.06
930,san juan,san juan,pr,18.45,-66.06
930,san jose,san juan,pr,18.45,-66.06
931,san juan,san juan,pr,18.4683,-66.1061
931,rio piedras,san juan,pr,18.4683,-66.1061
933,san juan,san juan,pr,18.4683,-66.1061
934,fort buchanan,guaynabo,pr,18.412973,-66.119834
934,fort buchanan,bayamon,pr,18.412973,-66.119834
935,san juan,san juan,pr,18.4683,-66.1061
936,rio piedras,san juan,pr,18.4683,-66.1061
936,minillas,san juan,pr,18.4683,-66.1061
936,caparra,san juan,pr,18.4683,-66.1061
936,barrio obrero,san juan,pr,18.4683,-66.1061
936,old san juan,san juan,pr,18.4683,-66.1061
936,cupey,san juan,pr,18.4683,-66.1061
936,san juan,san juan,pr,18.4683,-66.1061
936,san jose,san juan,pr,18.4683,-66.1061
936,santurce,san juan,pr,18.4683,-66.1061
937,san juan,san juan,pr,18.4683,-66.1061
939,san juan,san juan,pr,18.4683,-66.1061
940,minillas,san juan,pr,18.466229,-66.105735
940,san juan,san juan,pr,18.466229,-66.105735
940,santurce,san juan,pr,18.466229,-66.105735
949,levittown,toa baja,pr,18.432704,-66.199115
949,toa baja,toa baja,pr,18.432704,-66.199115
950,toa baja,toa baja,pr,18.444524,-66.255037
951,toa baja,toa baja,pr,18.4456,-66.26
952,sabana seca,toa baja,pr,18.428378,-66.180376
953,toa alta,toa alta,pr,18.357812,-66.258113
954,toa alta,toa alta,pr,18.3905,-66.2487
955,san juan,san juan,pr,18.4697,-66.1179
956,bayamon,bayamon,pr,18.323022,-66.172992
957,bayamon,bayamon,pr,18.36724,-66.185126
958,bayamon,bayamon,pr,18.4008,-66.1589
959,bayamon,bayamon,pr,18.392506,-66.158212
960,bayamon,bayamon,pr,18.393064,-66.154817
961,bayamon,bayamon,pr,18.413087,-66.161162
962,catano,catano,pr,18.441765,-66.140217
963,catano,catano,pr,18.1103,-66.17
965,guaynabo,guaynabo,pr,18.430034,-66.119902
966,guaynabo,guaynabo,pr,18.39779,-66.116071
968,guaynabo,guaynabo,pr,18.414026,-66.108363
969,guaynabo,guaynabo,pr,18.330998,-66.112285
970,guaynabo,guaynabo,pr,18.359214,-66.110296
971,guaynabo,guaynabo,pr,18.330223,-66.114506
975,san juan,san juan,pr,18.4683,-66.1064
976,trujillo,trujillo alto,pr,18.337034,-65.990043
976,trujillo,san juan,pr,18.337034,-65.990043
976,trujillo alto,san juan,pr,18.337034,-65.990043
976,trujillo alto,trujillo alto,pr,18.337034,-65.990043
977,trujillo alto,trujillo alto,pr,18.3569,-66.0076
977,trujillo,trujillo alto,pr,18.3569,-66.0076
978,saint just,trujillo alto,pr,18.3703,-66.0123
979,carolina,san juan,pr,18.438381,-66.011814
979,carolina,carolina,pr,18.438381,-66.011814
981,carolina,carolina,pr,18.4683,-66.1064
981,carolina,san juan,pr,18.4683,-66.1064
982,carolina,carolina,pr,18.409908,-65.997644
983,carolina,carolina,pr,18.415614,-65.977729
984,carolina,carolina,pr,18.3828,-65.9578
985,carolina,carolina,pr,18.406221,-65.943942
986,carolina,carolina,pr,18.3828,-65.9578
987,carolina,carolina,pr,18.331133,-65.950318
988,carolina,carolina,pr,18.3828,-65.9578
1001,agawam,hampden,ma,42.065842,-72.620948
1002,cushman,hampshire,ma,42.372901,-72.450902
1002,amherst,hampshire,ma,42.372901,-72.450902
1002,pelham,hampshire,ma,42.372901,-72.450902
1003,amherst,hampshire,ma,42.39115,-72.524316
1004,amherst,hampshire,ma,42.3736,-72.5209
1005,barre,worcester,ma,42.420844,-72.10623
1007,belchertown,hampshire,ma,42.274798,-72.401922
1008,blandford,hampden,ma,42.186964,-72.956111
1009,bondsville,hampden,ma,42.2075,-72.3496
1010,brimfield,hampden,ma,42.126637,-72.204617
1011,chester,hampden,ma,42.268566,-72.980845
1011,chester,hampshire,ma,42.268566,-72.980845
1012,chesterfield,hampshire,ma,42.365393,-72.819914
1013,chicopee,hampden,ma,42.160827,-72.603375
1013,willimansett,hampden,ma,42.160827,-72.603375
1014,chicopee,hampden,ma,42.1486,-72.6085
1020,chicopee,hampden,ma,42.17762,-72.562566
1021,chicopee,hampden,ma,42.1486,-72.6085
1022,westover afb,hampden,ma,42.195565,-72.542478
1022,chicopee,hampden,ma,42.195565,-72.542478
1026,cummington,hampshire,ma,42.441033,-72.915573
1027,e hampton,hampshire,ma,42.292895,-72.717599
1027,mount tom,hampshire,ma,42.292895,-72.717599
1027,easthampton,hampshire,ma,42.292895,-72.717599
1027,westhampton,hampshire,ma,42.292895,-72.717599
1028,east longmeadow,hampden,ma,42.06166,-72.498771
1028,e longmeadow,hampden,ma,42.06166,-72.498771
1029,east otis,berkshire,ma,42.192033,-73.045339
1030,feeding hills,hampden,ma,42.070474,-72.675174
1031,gilbertville,worcester,ma,42.3611,-72.20382
1032,goshen,hampshire,ma,42.454455,-72.826714
1033,granby,hampshire,ma,42.257915,-72.505683
1034,tolland,hampden,ma,42.092408,-72.949682
1034,granville,hampden,ma,42.092408,-72.949682
1035,hadley,hampshire,ma,42.356251,-72.585014
1036,hampden,hampden,ma,42.072956,-72.416626
1037,hardwick,worcester,ma,42.378705,-72.192186
1038,hatfield,hampshire,ma,42.3863,-72.60588
1039,haydenville,hampshire,ma,42.411178,-72.688894
1039,west whately,hampshire,ma,42.411178,-72.688894
1040,holyoke,hampden,ma,42.222692,-72.640474
1041,holyoke,hampden,ma,42.2043,-72.6167
1050,huntington,hampshire,ma,42.270928,-72.903169
1050,montgomery,hampshire,ma,42.270928,-72.903169
1053,leeds,hampshire,ma,42.352158,-72.715494
1054,leverett,hampshire,ma,42.475356,-72.487555
1054,leverett,franklin,ma,42.475356,-72.487555
1056,ludlow,hampden,ma,42.192007,-72.45872
1057,monson,hampden,ma,42.095536,-72.312918
1059,north amherst,hampshire,ma,42.3738,-72.5205
1059,amherst,hampshire,ma,42.3738,-72.5205
1060,northampton,hampshire,ma,42.329604,-72.625124
1061,northampton,hampshire,ma,42.3251,-72.6418
1062,bay state village,hampshire,ma,42.330067,-72.692655
1062,bay state vlg,hampshire,ma,42.330067,-72.692655
1062,florence,hampshire,ma,42.330067,-72.692655
1062,northampton,hampshire,ma,42.330067,-72.692655
1063,northampton,hampshire,ma,42.31822,-72.637674
1066,north hatfield,hampshire,ma,42.4107,-72.6253
1066,n hatfield,hampshire,ma,42.4107,-72.6253
1068,oakham,worcester,ma,42.353309,-72.051399
1069,palmer,hampden,ma,42.192062,-72.307682
1070,plainfield,hampshire,ma,42.519603,-72.925186
1071,russell,hampden,ma,42.169224,-72.854502
1072,shutesbury,franklin,ma,42.463022,-72.419998
1073,southampton,hampshire,ma,42.230586,-72.741034
1074,south barre,worcester,ma,42.3824,-72.0998
1075,south hadley,hampden,ma,42.258591,-72.575936
1075,south hadley,hampshire,ma,42.258591,-72.575936
1077,southwick,hampden,ma,42.049922,-72.772197
1079,thorndike,hampden,ma,42.1968,-72.3271
1080,three rivers,hampden,ma,42.178348,-72.370504
1081,wales,hampden,ma,42.061818,-72.231415
1082,hardwick,hampshire,ma,42.288872,-72.277566
1082,ware,hampshire,ma,42.288872,-72.277566
1083,warren,worcester,ma,42.202992,-72.197431
1084,west chesterfield,hampshire,ma,42.386792,-72.879415
1084,w chesterfld,hampshire,ma,42.386792,-72.879415
1085,montgomery,hampden,ma,42.162725,-72.771374
1085,westfield,hampden,ma,42.162725,-72.771374
1086,westfield,hampden,ma,42.1253,-72.7501
1088,w hatfield,hampshire,ma,42.388711,-72.646558
1088,west hatfield,hampshire,ma,42.388711,-72.646558
1089,west springfield,hampden,ma,42.125682,-72.641677
1089,w springfield,hampden,ma,42.125682,-72.641677
1090,west springfield,hampden,ma,42.1068,-72.6206
1090,w springfield,hampden,ma,42.1068,-72.6206
1092,west warren,worcester,ma,42.202417,-72.221696
1093,whately,franklin,ma,42.4399,-72.6353
1094,wheelwright,worcester,ma,42.3517,-72.1405
1095,wilbraham,hampden,ma,42.134675,-72.432176
1096,williamsburg,hampshire,ma,42.436118,-72.770062
1097,woronoco,hampden,ma,42.1594,-72.8751
1098,worthington,hampshire,ma,42.390244,-72.947238
1101,springfield,hampden,ma,42.105696,-72.598079
1102,springfield,hampden,ma,42.1015,-72.5905
1103,springfield,hampden,ma,42.103366,-72.590557
1104,springfield,hampden,ma,42.12954,-72.569176
1105,springfield,hampden,ma,42.100995,-72.581566
1106,longmeadow,hampden,ma,42.05056,-72.565884
1106,springfield,hampden,ma,42.05056,-72.565884
1107,springfield,hampden,ma,42.121306,-72.60891
1108,springfield,hampden,ma,42.08114,-72.557783
1109,springfield,hampden,ma,42.118748,-72.549032
1111,springfield,hampden,ma,42.1015,-72.5905
1115,springfield,hampden,ma,42.1015,-72.5905
1116,longmeadow,hampden,ma,42.0647,-72.5131
1116,east longmeadow,hampden,ma,42.0647,-72.5131
1116,e longmeadow,hampden,ma,42.0647,-72.5131
1118,springfield,hampden,ma,42.095584,-72.524304
1119,springfield,hampden,ma,42.122508,-72.511518
1128,springfield,hampden,ma,42.095804,-72.485598
1129,springfield,hampden,ma,42.120974,-72.487872
1138,springfield,hampden,ma,42.1015,-72.5905
1139,springfield,hampden,ma,42.1015,-72.5905
1144,springfield,hampden,ma,42.1032,-72.5916
1151,springfield,hampden,ma,42.151278,-72.510524
1151,indian orchard,hampden,ma,42.151278,-72.510524
1151,indian orch,hampden,ma,42.151278,-72.510524
1152,springfield,hampden,ma,42.1028,-72.5921
1199,springfield,hampden,ma,42.1015,-72.5905
1201,pittsfield,berkshire,ma,42.466531,-73.289364
1202,pittsfield,berkshire,ma,42.4501,-73.2456
1203,pittsfield,berkshire,ma,42.4501,-73.2456
1220,adams,berkshire,ma,42.627128,-73.11869
1222,ashley falls,berkshire,ma,42.065432,-73.316479
1223,becket,berkshire,ma,42.324078,-73.130876
1223,becket,hampden,ma,42.324078,-73.130876
1223,washington,hampden,ma,42.324078,-73.130876
1223,washington,berkshire,ma,42.324078,-73.130876
1224,berkshire,berkshire,ma,42.503468,-73.202113
1224,lanesborough,berkshire,ma,42.503468,-73.202113
1225,cheshire,berkshire,ma,42.558246,-73.147934
1226,dalton,berkshire,ma,42.47662,-73.146709
1227,dalton,berkshire,ma,42.4739,-73.1667
1229,glendale,berkshire,ma,42.2836,-73.3445
1230,n egremont,berkshire,ma,42.171162,-73.330261
1230,gt barrington,berkshire,ma,42.171162,-73.330261
1230,egremont,berkshire,ma,42.171162,-73.330261
1230,north egremont,berkshire,ma,42.171162,-73.330261
1230,new marlborou,berkshire,ma,42.171162,-73.330261
1230,great barrington,berkshire,ma,42.171162,-73.330261
1230,simons rock,berkshire,ma,42.171162,-73.330261
1230,new marlboro,berkshire,ma,42.171162,-73.330261
1230,new marlborough,berkshire,ma,42.171162,-73.330261
1235,hinsdale,berkshire,ma,42.3959,-73.076287
1235,peru,berkshire,ma,42.3959,-73.076287
1236,housatonic,berkshire,ma,42.263088,-73.383452
1237,new ashford,berkshire,ma,42.560748,-73.244402
1237,hancock,berkshire,ma,42.560748,-73.244402
1237,lanesborough,berkshire,ma,42.560748,-73.244402
1238,lee,berkshire,ma,42.287955,-73.206905
1240,lenox,berkshire,ma,42.366471,-73.271106
1242,lenox dale,berkshire,ma,42.339438,-73.246692
1243,middlefield,hampshire,ma,42.348104,-73.002747
1244,mill river,berkshire,ma,42.137294,-73.195265
1245,west otis,berkshire,ma,42.179822,-73.196867
1245,monterey,berkshire,ma,42.179822,-73.196867
1247,north adams,berkshire,ma,42.695558,-73.087992
1247,florida,berkshire,ma,42.695558,-73.087992
1247,clarksburg,berkshire,ma,42.695558,-73.087992
1252,n egremont,berkshire,ma,42.1967,-73.4386
1252,north egremont,berkshire,ma,42.1967,-73.4386
1253,otis,berkshire,ma,42.195522,-73.094484
1254,richmond,berkshire,ma,42.379056,-73.365874
1255,sandisfield,berkshire,ma,42.113526,-73.119992
1256,savoy,berkshire,ma,42.589611,-73.022988
1257,sheffield,berkshire,ma,42.10393,-73.367684
1258,mt washington,berkshire,ma,42.102233,-73.46408
1258,s egremont,berkshire,ma,42.102233,-73.46408
1258,south egremont,berkshire,ma,42.102233,-73.46408
1258,mount washington,berkshire,ma,42.102233,-73.46408
1259,southfield,berkshire,ma,42.079208,-73.238182
1260,south lee,berkshire,ma,42.2775,-73.2778
1262,stockbridge,berkshire,ma,42.296779,-73.32588
1263,stockbridge,berkshire,ma,42.2878,-73.3208
1264,tyringham,berkshire,ma,42.22651,-73.197611
1264,lee,berkshire,ma,42.22651,-73.197611
1266,alford,berkshire,ma,42.288658,-73.377778
1266,west stockbridge,berkshire,ma,42.288658,-73.377778
1266,w stockbridge,berkshire,ma,42.288658,-73.377778
1267,williamstown,berkshire,ma,42.642268,-73.252598
1270,windsor,berkshire,ma,42.51307,-73.050235
1301,greenfield,franklin,ma,42.631883,-72.59742
1301,leyden,franklin,ma,42.631883,-72.59742
1302,greenfield,franklin,ma,42.5878,-72.6003
1330,ashfield,franklin,ma,42.525896,-72.80934
1331,athol,worcester,ma,42.560683,-72.183898
1331,phillipston,worcester,ma,42.560683,-72.183898
1337,bernardston,franklin,ma,42.690129,-72.585089
1337,leyden,franklin,ma,42.690129,-72.585089
1338,buckland,franklin,ma,42.580045,-72.800323
1339,hawley,franklin,ma,42.63166,-72.878137
1339,charlemont,franklin,ma,42.63166,-72.878137
1340,colrain,franklin,ma,42.675342,-72.740774
1340,shattuckville,franklin,ma,42.675342,-72.740774
1341,conway,franklin,ma,42.509748,-72.699049
1342,deerfield,franklin,ma,42.539988,-72.618433
1343,drury,berkshire,ma,42.651664,-72.990795
1344,erving,franklin,ma,42.608914,-72.42456
1346,charlemont,franklin,ma,42.665724,-72.833294
1346,heath,franklin,ma,42.665724,-72.833294
1347,lake pleasant,franklin,ma,42.5567,-72.5186
1349,millers falls,franklin,ma,42.573938,-72.484196
1350,monroe,franklin,ma,42.721188,-72.975162
1350,monroe bridge,franklin,ma,42.721188,-72.975162
1351,montague,franklin,ma,42.548217,-72.511166
1354,mount hermon,franklin,ma,42.63841,-72.509488
1354,gill,franklin,ma,42.63841,-72.509488
1354,mt hermon,franklin,ma,42.63841,-72.509488
1354,northfield mount hermon,franklin,ma,42.63841,-72.509488
1354,northfield mt hermon,franklin,ma,42.63841,-72.509488
1355,new salem,franklin,ma,42.426036,-72.316418
1360,northfield,franklin,ma,42.666519,-72.446882
1364,orange,franklin,ma,42.620458,-72.294444
1364,warwick,franklin,ma,42.620458,-72.294444
1366,petersham,franklin,ma,42.445872,-72.213524
1366,petersham,worcester,ma,42.445872,-72.213524
1367,rowe,franklin,ma,42.69587,-72.934949
1368,royalston,worcester,ma,42.670469,-72.197026
1368,s royalston,worcester,ma,42.670469,-72.197026
1370,shelburne falls,franklin,ma,42.601438,-72.739108
1370,shelburne fls,franklin,ma,42.601438,-72.739108
1373,s deerfield,franklin,ma,42.464914,-72.61716
1373,south deerfield,franklin,ma,42.464914,-72.61716
1375,sunderland,franklin,ma,42.466106,-72.555454
1376,turners falls,franklin,ma,42.593404,-72.540041
1378,warwick,franklin,ma,42.666338,-72.344874
1378,orange,franklin,ma,42.666338,-72.344874
1379,wendell,franklin,ma,42.554654,-72.408295
1380,wendell depot,franklin,ma,42.588368,-72.395956
1420,fitchburg,worcester,ma,42.582812,-71.80659
1430,ashburnham,worcester,ma,42.655656,-71.922012
1431,ashby,middlesex,ma,42.673591,-71.834337
1432,ayer,middlesex,ma,42.562912,-71.568824
1434,devens,worcester,ma,42.534958,-71.611484
1434,ayer,worcester,ma,42.534958,-71.611484
1434,devens,middlesex,ma,42.534958,-71.611484
1434,ayer,middlesex,ma,42.534958,-71.611484
1436,baldwinville,worcester,ma,42.600122,-72.086316
1438,e templeton,worcester,ma,42.565092,-72.031569
1438,east templeton,worcester,ma,42.565092,-72.031569
1440,gardner,worcester,ma,42.589966,-71.986054
1441,westminster,worcester,ma,42.575,-71.9988
